date,open,close,high,low,volume
2024-01-02,36.85,36.35,37.42,36.27,10655.15
2024-01-03,36.28,36.06,36.34,35.75,9556.64
2024-01-04,36.11,35.94,36.42,35.64,7067.02
2024-01-05,35.94,35.37,36.26,35.24,8941.59
2024-01-08,35.35,33.99,35.49,33.14,23756.07
2024-01-09,33.99,33.82,34.49,33.49,13018.26
2024-01-10,34.14,33.44,34.2,33.44,11131.61
2024-01-11,33.56,33.81,34.16,33.14,12520.17
2024-01-12,33.92,33.81,34.99,33.71,13716.54
2024-01-15,33.81,33.56,34.21,33.33,8976.17
2024-01-16,33.47,33.39,33.86,32.71,12889.12
2024-01-17,33.39,32.39,33.39,32.14,10046.0
2024-01-18,32.39,32.19,32.39,31.3,15234.0
2024-01-19,32.2,32.05,32.41,31.79,6658.58
2024-01-22,32.05,30.27,32.05,29.49,16220.73
2024-01-23,29.75,30.56,30.68,29.28,14178.33
2024-01-24,30.56,30.12,31.31,29.17,14643.64
2024-01-25,30.59,30.76,31.18,30.14,19141.11
2024-01-26,30.34,29.61,31.06,29.49,12466.2
2024-01-29,29.61,27.85,29.64,27.14,32611.97
2024-01-30,27.63,25.21,27.71,24.68,52134.32
2024-01-31,24.99,25.34,26.61,24.89,47663.06
2024-02-01,26.48,25.41,26.98,24.64,48234.08
2024-02-02,25.38,23.14,25.48,22.39,48865.41
2024-02-05,23.03,20.85,23.66,20.59,50322.74
2024-02-06,20.84,22.42,23.13,20.24,52693.54
2024-02-07,22.59,22.61,24.28,22.15,42029.72
2024-02-08,22.58,24.96,25.34,22.58,53507.23
2024-02-19,25.23,25.82,26.21,25.19,40996.93
2024-02-20,25.84,25.49,25.84,24.99,25948.37
2024-02-21,25.1,26.61,27.39,25.0,36781.37
2024-02-22,26.61,27.04,27.84,26.44,25970.22
2024-02-23,27.05,28.55,28.57,26.78,26546.77
2024-02-26,28.47,28.07,28.71,27.64,29708.81
2024-02-27,28.07,28.16,28.32,27.52,23006.77
2024-02-28,28.12,26.96,28.39,26.95,32076.86
2024-02-29,26.92,27.28,27.54,26.54,24988.16
2024-03-01,27.19,27.25,27.55,26.62,29921.64
2024-03-04,28.71,27.82,29.28,27.21,32289.69
2024-03-05,27.42,27.07,27.63,26.89,16956.56
2024-03-06,26.75,27.42,27.71,26.75,16390.45
2024-03-07,27.42,26.99,28.07,26.99,16748.28
2024-03-08,26.99,27.57,27.85,26.86,14092.71
2024-03-11,27.49,28.48,29.08,27.3,25342.73
2024-03-12,28.57,29.35,29.52,28.07,26955.41
2024-03-13,29.32,29.05,29.51,28.6,17309.42
2024-03-14,29.05,29.2,29.84,28.71,19134.86
2024-03-15,29.14,29.23,29.46,28.79,13930.9
2024-03-18,29.24,29.59,29.82,29.19,17510.0
2024-03-19,29.59,29.28,29.96,29.21,15632.59
2024-03-20,29.44,29.17,29.68,28.74,13817.0
2024-03-21,29.26,29.14,29.57,28.58,17604.55
2024-03-22,29.13,28.2,29.14,27.92,19709.71
2024-03-25,27.98,28.77,29.11,27.35,26053.74
2024-03-26,28.78,30.3,30.8,28.49,42733.71
2024-03-27,30.26,29.39,30.86,29.17,30325.71
2024-03-28,29.36,29.4,30.04,28.89,19019.13
2024-03-29,29.41,29.92,30.14,29.28,13477.77
2024-04-01,29.88,34.1,34.62,29.87,55503.77
2024-04-02,33.59,33.96,34.44,33.44,25191.92
2024-04-03,33.96,33.07,34.3,32.54,22939.93
2024-04-08,33.11,32.99,33.98,32.9,17705.59
2024-04-09,32.86,32.99,33.39,32.71,10693.92
2024-04-10,32.86,31.93,33.12,31.68,15553.0
2024-04-11,31.71,33.82,34.17,31.39,23568.39
2024-04-12,33.56,33.23,33.9,33.03,15242.84
2024-04-15,32.99,33.91,34.14,32.35,23961.48
2024-04-16,33.57,34.35,37.03,33.57,44068.45
2024-04-17,34.17,35.8,36.06,34.17,34376.11
2024-04-18,35.35,34.99,36.22,34.75,25480.45
2024-04-19,34.71,38.83,39.19,34.49,61862.65
2024-04-22,38.56,36.49,38.56,36.45,37003.53
2024-04-23,36.62,36.49,37.68,36.31,29200.16
2024-04-24,35.71,36.24,36.77,35.71,20459.0
2024-04-25,34.99,35.42,35.92,34.5,34771.01
2024-04-26,35.6,35.82,36.72,35.3,22600.38
2024-04-29,35.84,36.24,37.09,35.5,17367.88
2024-04-30,36.04,37.09,37.7,35.9,22937.89
2024-05-06,37.13,37.55,37.67,36.79,15724.04
2024-05-07,37.61,37.14,38.18,36.86,17323.13
2024-05-08,37.64,39.31,39.47,36.78,33937.17
2024-05-09,39.32,41.48,43.28,39.32,56781.36
2024-05-10,41.58,42.84,44.19,41.58,51316.01
2024-05-13,42.63,42.03,43.49,41.55,40745.0
2024-05-14,41.78,48.42,48.62,41.58,57124.03
2024-05-15,47.84,46.42,49.63,45.71,62570.75
2024-05-16,46.55,54.51,55.53,46.55,98001.57
2024-05-17,53.95,54.21,58.16,51.92,110494.0
2024-05-20,53.56,51.27,53.56,48.56,93583.69
2024-05-21,50.26,51.39,53.16,49.11,54062.92
2024-05-22,51.42,51.71,54.2,50.7,52188.43
2024-05-23,50.7,51.44,52.99,49.99,41408.0
2024-05-24,50.7,52.42,54.51,50.19,42508.88
2024-05-27,51.99,50.49,53.87,49.41,68277.96
2024-05-28,50.49,55.09,55.67,50.49,84554.4
2024-05-29,54.99,54.17,58.49,52.99,101713.37
2024-05-30,55.15,53.79,55.8,53.55,50794.18
2024-05-31,53.99,51.33,54.49,48.79,62784.46
2024-06-03,51.26,50.37,52.19,49.49,50845.4
2024-06-04,50.53,48.91,50.99,48.21,49811.41
2024-06-05,48.95,48.52,49.47,47.84,35654.2
2024-06-06,48.0,47.19,49.2,46.49,42239.27
2024-06-07,47.18,46.6,48.19,45.9,43126.8
2024-06-11,46.79,45.29,46.99,42.84,82117.99
2024-06-12,45.52,46.44,47.48,45.0,54311.4
2024-06-13,46.44,45.99,46.94,45.19,39842.42
2024-06-14,46.09,46.49,47.68,45.29,50964.34
2024-06-17,46.49,50.59,52.41,46.49,99548.87
2024-06-18,51.59,52.33,53.65,51.07,73415.35
2024-06-19,51.81,52.32,52.68,51.39,30615.93
2024-06-20,52.65,52.0,53.98,50.95,50138.4
2024-06-21,51.99,55.51,55.53,51.54,77716.82
2024-06-24,54.59,51.86,55.11,51.59,62880.28
2024-06-25,51.78,47.2,52.37,45.98,84352.6
2024-06-26,47.18,48.38,48.98,45.85,57783.25
2024-06-27,47.38,48.11,49.28,47.38,34449.06
2024-06-28,47.95,48.38,49.48,46.79,32760.39
2024-07-01,48.63,48.49,49.23,47.79,23715.34
2024-07-02,48.09,48.09,49.16,47.9,17719.6
2024-07-03,47.53,47.86,48.58,47.38,17527.36
2024-07-04,47.19,44.59,48.18,43.52,52456.21
2024-07-05,44.48,43.88,44.78,41.85,59126.67
2024-07-08,43.75,42.61,43.8,42.1,29012.8
2024-07-09,42.61,43.74,44.04,41.78,30148.85
2024-07-10,43.45,43.43,44.21,41.78,31634.6
2024-07-11,43.97,44.47,44.93,43.03,28944.3
2024-07-12,44.2,43.65,44.98,43.18,24236.02
2024-07-15,43.68,44.78,45.85,42.58,43271.48
2024-07-16,44.48,43.8,44.88,42.98,24005.34
2024-07-17,44.83,43.28,45.08,43.21,35620.64
2024-07-18,41.69,42.11,42.34,40.98,38440.0
2024-07-19,42.11,42.33,43.16,41.58,20531.8
2024-07-22,42.33,42.68,43.26,41.74,21202.2
2024-07-23,42.68,40.48,42.85,39.98,25347.38
2024-07-24,40.38,39.73,40.71,39.48,26473.0
2024-07-25,39.6,38.98,40.18,38.68,23664.99
2024-07-26,39.26,39.1,40.04,38.75,22689.86
2024-07-29,38.99,40.68,41.19,38.18,31248.48
2024-07-30,40.39,42.24,43.45,40.38,40416.2
2024-07-31,42.43,44.13,44.53,41.84,33728.49
2024-08-01,43.96,43.07,44.47,42.78,25673.88
2024-08-02,42.49,44.15,45.17,42.49,36903.54
2024-08-05,44.14,41.85,45.35,41.81,33412.0
2024-08-06,42.61,42.08,43.61,41.24,24996.8
2024-08-07,42.43,42.4,43.55,41.79,23220.61
2024-08-08,41.98,41.21,42.56,40.92,28327.0
2024-08-09,41.38,42.03,43.32,41.03,41603.6
2024-08-12,43.88,41.54,43.88,41.36,31702.29
2024-08-13,41.54,42.68,43.16,41.18,35239.76
2024-08-14,42.68,38.74,42.86,37.98,83172.45
2024-08-15,38.74,38.91,39.79,37.98,43556.94
2024-08-16,38.85,36.53,39.18,35.68,78798.8
2024-08-19,36.33,37.62,38.48,35.23,61568.85
2024-08-20,37.55,37.31,38.09,36.88,24557.41
2024-08-21,37.3,37.97,38.06,36.79,26001.13
2024-08-22,37.97,38.67,39.36,37.78,37658.8
2024-08-23,38.33,40.21,40.58,38.2,38994.8
2024-08-26,40.5,41.83,41.94,39.91,34335.67
2024-08-27,41.97,42.84,43.0,41.58,33531.13
2024-08-28,42.84,42.81,43.17,41.88,22001.28
2024-08-29,42.37,44.42,44.78,42.37,27096.38
2024-08-30,44.48,44.26,44.8,43.24,29389.0
2024-09-02,44.06,44.95,46.47,44.06,33787.8
2024-09-03,44.48,47.52,48.06,44.48,45716.8
2024-09-04,47.56,48.66,48.89,46.56,42386.56
2024-09-05,48.49,56.09,56.47,48.39,74328.72
2024-09-06,52.97,50.57,55.75,50.33,91708.56
2024-09-09,51.17,49.7,52.49,48.34,59376.95
2024-09-10,50.48,46.08,50.48,45.86,68458.59
2024-09-11,48.76,51.23,52.75,47.98,84006.09
2024-09-12,50.98,52.43,54.77,50.5,61901.67
2024-09-13,52.43,51.79,53.86,51.38,35622.83
2024-09-18,52.09,52.77,53.16,51.19,29240.28
2024-09-19,53.48,54.27,54.46,52.35,48305.0
2024-09-20,54.27,53.35,54.72,52.98,28088.4
2024-09-23,52.99,52.31,53.57,51.91,33700.4
2024-09-24,52.11,53.13,53.77,51.03,34686.51
2024-09-25,52.98,52.52,56.3,52.39,49528.6
2024-09-26,52.53,52.37,53.36,51.57,46214.2
2024-09-27,52.65,55.19,57.61,52.16,66782.85
2024-09-30,56.97,63.47,63.65,55.97,88932.0
2024-10-08,75.95,66.69,75.95,61.47,113308.96
2024-10-09,63.87,58.16,63.91,57.07,97022.27
2024-10-10,59.22,62.37,66.3,58.62,90391.05
2024-10-11,61.97,65.92,68.17,61.17,92364.06
2024-10-14,65.92,66.27,67.43,63.62,64609.88
2024-10-15,65.97,65.97,67.97,64.77,48129.9
2024-10-16,65.07,68.16,68.47,64.98,55092.85
2024-10-17,68.16,68.55,71.67,67.08,73734.47
2024-10-18,67.67,70.97,71.86,66.27,61071.78
2024-10-21,71.95,77.97,78.41,70.98,70494.26
2024-10-22,78.46,78.86,79.77,76.01,55678.48
2024-10-23,79.76,76.73,80.96,75.16,54808.0
2024-10-24,76.56,81.46,83.62,76.56,72107.56
2024-10-25,82.96,87.6,88.88,81.96,80268.2
2024-10-28,87.6,86.36,94.91,82.96,110753.61
2024-10-29,85.97,87.58,90.76,85.97,71474.72
2024-10-30,87.01,86.76,88.53,83.66,60826.44
2024-10-31,87.26,88.14,91.46,85.99,51945.5
2024-11-01,87.61,85.66,91.54,84.32,54160.2
2024-11-04,83.96,85.96,86.24,80.18,39912.66
2024-11-05,85.91,85.57,87.93,83.87,42733.55
2024-11-06,85.63,87.74,89.52,84.46,45775.77
2024-11-07,86.71,86.1,89.15,84.96,37931.7
2024-11-08,86.09,90.94,92.98,86.08,59066.36
2024-11-11,90.97,91.88,93.3,87.71,48788.5
2024-11-12,91.36,94.18,96.7,91.07,48349.0
2024-11-13,92.95,92.45,95.31,89.46,45481.6
2024-11-14,91.96,88.23,92.87,88.17,33891.8
2024-11-15,87.03,86.06,90.86,85.8,41117.6
2024-11-18,86.57,85.57,87.26,81.96,39019.2
2024-11-19,85.48,90.96,91.16,85.48,40187.8
2024-11-20,90.96,92.03,92.43,89.32,27727.8
2024-11-21,92.87,89.46,92.95,88.96,24330.08
2024-11-22,89.44,86.86,90.77,85.61,27694.2
2024-11-25,86.87,87.64,88.9,85.76,19617.8
2024-11-26,88.2,84.96,88.56,84.91,21124.0
2024-11-27,84.37,86.46,86.55,79.26,44398.66
2024-11-28,86.46,84.97,87.54,84.58,22026.8
2024-11-29,85.06,90.95,91.19,84.38,54195.8
2024-12-02,91.58,88.11,92.35,87.55,40090.2
2024-12-03,87.96,89.98,92.45,87.47,35446.02
2024-12-04,90.46,87.81,90.46,86.96,28725.2
2024-12-05,87.24,87.94,88.44,86.94,16311.47
2024-12-06,87.11,88.02,88.2,85.96,19667.6
2024-12-09,87.56,86.94,88.98,86.46,18868.14
2024-12-10,88.56,86.14,90.26,85.56,33928.07
2024-12-11,85.95,90.04,90.95,84.86,42957.8
2024-12-12,89.96,93.68,94.18,89.17,46992.8
2024-12-13,95.61,95.45,101.74,93.89,81184.89
2024-12-16,95.08,92.95,97.55,91.54,34760.0
2024-12-17,91.51,91.18,93.53,90.68,24357.6
2024-12-18,91.46,91.22,91.72,88.57,26141.78
2024-12-19,90.96,91.94,94.03,88.96,27017.0
2024-12-20,92.41,93.6,94.68,90.49,28555.14
2024-12-23,92.76,92.46,93.94,91.16,20519.08
2024-12-24,92.61,94.84,95.05,92.12,25234.64
2024-12-25,94.95,92.42,95.08,91.79,22863.6
2024-12-26,91.91,93.53,93.61,90.56,20772.42
2024-12-27,94.35,96.75,98.4,93.0,49445.62
2024-12-30,95.95,96.94,97.44,95.45,26881.0
2024-12-31,97.95,97.55,98.74,96.33,28972.35
2025-01-02,97.61,98.07,101.14,96.4,39280.66
2025-01-03,97.95,96.68,99.25,93.45,41969.9
2025-01-06,96.95,87.84,97.43,80.16,69502.1
2025-01-07,87.06,90.46,90.57,85.87,37286.6
2025-01-08,90.0,89.79,91.26,87.26,23897.0
2025-01-09,88.96,85.05,90.41,84.56,37924.83
2025-01-10,84.2,82.21,86.45,81.96,38799.0
2025-01-13,80.58,82.21,84.95,80.05,24821.6
2025-01-14,81.97,84.4,85.44,81.5,27903.2
2025-01-15,84.96,85.56,86.56,83.77,21561.55
2025-01-16,84.98,87.3,87.96,84.84,28609.35
2025-01-17,86.84,87.54,88.62,85.16,21177.42
2025-01-20,87.45,89.01,90.24,86.73,23168.19
2025-01-21,89.06,87.61,89.69,86.46,34005.84
2025-01-22,87.46,87.26,87.94,85.27,20706.2
2025-01-23,87.97,85.86,89.32,85.86,20820.2
2025-01-24,84.96,86.16,86.59,84.73,17356.17
2025-01-27,87.46,89.63,92.37,87.15,34525.42
2025-02-05,89.85,92.86,92.87,88.75,29108.18
2025-02-06,91.96,94.03,94.94,91.76,23011.16
2025-02-07,94.71,93.62,94.83,92.36,24848.09
2025-02-10,93.94,93.01,94.45,92.63,19113.8
2025-02-11,92.41,92.55,92.95,91.19,20852.92
2025-02-12,92.69,98.23,99.75,92.52,38476.72
2025-02-13,97.95,105.04,107.44,96.96,53055.43
2025-02-14,103.99,106.23,109.95,102.51,57461.96
2025-02-17,102.95,112.54,112.92,102.75,46458.88
2025-02-18,113.59,113.25,115.13,111.8,34746.4
2025-02-19,112.46,118.46,121.14,111.86,39239.73
2025-02-20,121.19,117.63,121.29,115.59,29136.6
2025-02-21,117.32,119.44,120.93,116.95,27209.28
2025-02-24,118.46,121.44,125.42,117.94,33453.87
2025-02-25,119.94,120.94,122.07,118.12,25457.4
2025-02-26,120.46,121.54,123.6,118.44,22086.36
2025-02-27,120.94,121.59,122.19,118.55,24488.4
2025-02-28,121.74,118.95,122.94,117.62,28505.28
2025-03-03,118.94,124.39,128.82,117.56,46697.08
2025-03-04,124.45,129.68,130.05,123.95,37186.96
2025-03-05,129.96,130.21,133.26,129.35,27348.72
2025-03-06,130.44,141.18,141.92,130.22,41957.72
2025-03-07,140.2,134.89,144.37,125.94,61583.95
2025-03-10,134.89,134.95,137.52,133.14,29246.83
2025-03-11,134.09,133.71,135.35,131.67,21943.0
2025-03-12,134.23,133.68,136.03,132.45,17421.23
2025-03-13,133.69,135.33,135.71,131.52,22105.01
2025-03-14,135.93,136.13,137.7,133.94,27641.56
2025-03-17,135.45,137.95,138.94,133.43,27826.4
2025-03-18,138.14,145.22,145.48,137.93,37194.6
2025-03-19,145.03,146.7,147.21,142.18,29423.0
2025-03-20,146.49,145.93,149.61,140.91,39251.8
2025-03-21,145.08,149.93,149.93,145.08,38113.81
2025-03-24,149.93,147.28,150.81,144.93,31202.2
2025-03-25,148.46,146.78,149.21,145.23,16205.26
2025-03-26,146.93,151.65,151.78,146.35,28966.84
2025-03-27,151.65,144.93,154.33,138.49,57462.6
2025-03-28,142.84,143.52,145.72,138.53,40593.61
2025-03-31,142.43,143.93,144.88,139.93,23304.48
2025-04-01,143.93,147.35,149.72,143.43,20521.6
2025-04-02,147.82,146.69,149.26,143.93,23662.04
2025-04-03,145.78,140.28,147.03,138.53,31382.53
2025-04-07,128.95,112.23,134.43,112.23,79547.77
2025-04-08,111.95,125.63,128.24,111.95,84105.31
2025-04-09,138.62,143.26,144.98,125.44,72203.81
2025-04-10,144.91,145.01,148.65,142.15,40194.13
2025-04-11,145.01,147.43,149.5,144.33,35858.38
2025-04-14,148.44,147.82,150.23,146.96,24692.98
2025-04-15,148.13,147.8,148.61,145.68,16301.13
2025-04-16,147.58,147.07,151.51,144.93,24376.71
2025-04-17,145.98,143.03,147.13,142.4,20902.0
2025-04-18,142.94,138.91,145.9,138.53,23846.4
2025-04-21,136.43,134.36,140.13,134.25,35243.64
2025-04-22,134.78,132.14,139.14,131.44,31935.31
2025-04-23,133.23,132.24,137.3,131.39,31788.2
2025-04-24,132.24,130.29,132.54,128.6,26870.2
2025-04-25,131.94,130.82,134.43,127.74,28112.22
2025-04-28,130.44,127.5,132.62,125.3,27224.6
2025-04-29,126.51,128.94,132.4,122.94,37139.4
2025-04-30,128.95,135.93,136.23,126.89,37690.0
2025-05-06,136.33,131.14,137.72,130.05,38451.14
2025-05-07,131.19,131.56,134.93,130.44,28884.2
2025-05-08,131.74,137.52,138.56,130.13,38581.4
2025-05-09,137.83,135.34,139.43,132.44,28279.62
2025-05-12,135.33,138.35,138.81,133.62,23527.92
2025-05-13,138.34,134.79,139.17,132.93,23708.6
2025-05-14,136.03,138.92,141.43,134.06,24325.37
2025-05-15,138.83,136.64,140.93,135.13,18827.39
2025-05-16,136.64,134.94,137.73,134.73,16560.4
2025-05-19,134.63,135.81,136.53,130.99,21145.14
2025-05-20,136.08,145.38,147.34,135.04,41474.53
2025-05-21,145.38,146.69,147.81,144.88,20478.7
2025-05-22,146.71,145.38,148.7,144.26,18343.38
2025-05-23,144.93,153.52,154.92,144.91,39914.96
2025-05-26,153.72,159.49,159.73,151.94,29957.6
2025-05-27,160.36,162.96,163.79,158.19,23620.0
