date,open,close,high,low,volume
2024-01-02,5.06,5.18,5.22,5.02,130045.01
2024-01-03,5.17,5.19,5.21,5.13,73609.0
2024-01-04,5.18,5.27,5.28,5.16,93891.01
2024-01-05,5.27,5.19,5.32,5.15,98015.91
2024-01-08,5.17,5.12,5.19,5.1,79424.0
2024-01-09,5.11,5.17,5.21,5.07,71809.0
2024-01-10,5.13,5.1,5.2,5.09,59544.0
2024-01-11,5.12,5.09,5.15,5.07,70499.78
2024-01-12,5.07,5.06,5.14,5.05,73269.0
2024-01-15,5.04,5.06,5.09,5.02,62680.2
2024-01-16,5.03,4.94,5.03,4.87,92941.0
2024-01-17,4.96,4.86,4.99,4.86,76221.13
2024-01-18,4.87,4.75,4.87,4.62,108661.94
2024-01-19,4.76,4.71,4.78,4.68,55996.42
2024-01-22,4.73,4.47,4.73,4.42,83986.97
2024-01-23,4.41,4.43,4.46,4.35,89275.72
2024-01-24,4.48,4.59,4.59,4.4,84772.89
2024-01-25,4.59,4.77,4.77,4.56,78531.89
2024-01-26,4.8,4.89,4.98,4.78,98103.23
2024-01-29,4.89,4.75,4.91,4.73,67232.0
2024-01-30,4.71,4.67,4.82,4.64,57233.5
2024-01-31,4.61,4.49,4.72,4.45,90488.0
2024-02-01,4.47,4.4,4.51,4.33,83724.0
2024-02-02,4.4,4.23,4.45,4.03,109399.03
2024-02-05,4.14,3.81,4.14,3.81,150969.0
2024-02-06,3.46,3.66,3.77,3.44,179116.57
2024-02-07,3.63,3.39,3.64,3.35,213400.35
2024-02-08,3.39,3.55,3.57,3.3,171845.88
2024-02-19,3.57,3.7,3.75,3.55,153810.59
2024-02-20,3.7,3.71,3.72,3.61,72461.75
2024-02-21,3.69,3.81,3.92,3.64,120776.01
2024-02-22,3.81,3.88,3.89,3.79,67417.61
2024-02-23,3.92,4.04,4.04,3.88,102225.59
2024-02-26,4.06,4.1,4.2,4.02,104373.01
2024-02-27,4.1,4.19,4.2,4.04,72785.81
2024-02-28,4.21,3.94,4.38,3.94,149701.64
2024-02-29,3.94,4.07,4.07,3.88,90440.02
2024-03-01,4.07,4.08,4.13,4.01,67957.01
2024-03-04,4.05,4.04,4.08,3.95,60399.59
2024-03-05,4.03,3.92,4.03,3.91,64153.84
2024-03-06,3.92,4.01,4.05,3.91,71893.91
2024-03-07,4.02,3.99,4.05,3.97,57301.01
2024-03-08,3.98,3.99,4.05,3.96,43953.9
2024-03-11,4.02,4.04,4.04,3.98,49259.0
2024-03-12,4.04,4.09,4.09,4.03,71438.13
2024-03-13,4.09,4.08,4.12,4.01,71171.6
2024-03-14,4.07,4.08,4.1,4.02,56399.72
2024-03-15,4.08,4.14,4.14,4.04,61251.02
2024-03-18,4.16,4.2,4.21,4.16,52730.02
2024-03-19,4.2,4.2,4.26,4.19,53908.45
2024-03-20,4.2,4.25,4.26,4.19,37848.0
2024-03-21,4.28,4.29,4.3,4.2,52827.01
2024-03-22,4.31,4.19,4.31,4.18,55466.0
2024-03-25,4.19,4.14,4.26,4.13,58399.76
2024-03-26,4.16,4.12,4.18,4.04,57077.0
2024-03-27,4.13,4.04,4.16,4.04,49464.0
2024-03-28,4.01,4.07,4.12,4.01,48386.81
2024-03-29,4.07,4.15,4.15,4.06,54985.8
2024-04-01,4.18,4.24,4.24,4.14,64603.19
2024-04-02,4.25,4.29,4.33,4.24,57037.38
2024-04-03,4.3,4.33,4.35,4.23,92164.0
2024-04-08,4.33,4.36,4.45,4.29,132179.13
2024-04-09,4.37,4.31,4.39,4.28,95379.03
2024-04-10,4.3,4.31,4.45,4.25,112992.0
2024-04-11,4.25,4.33,4.36,4.21,105134.0
2024-04-12,4.33,4.29,4.36,4.28,75137.56
2024-04-15,4.26,4.05,4.31,3.98,170307.79
2024-04-16,3.98,3.65,4.03,3.65,162927.0
2024-04-17,3.65,3.92,3.92,3.65,113193.0
2024-04-18,3.92,3.82,3.97,3.8,81286.14
2024-04-19,3.8,3.85,3.93,3.8,68641.67
2024-04-22,3.84,3.75,3.84,3.68,70976.28
2024-04-23,3.74,3.81,3.83,3.74,49673.53
2024-04-24,3.83,3.84,3.88,3.79,43347.59
2024-04-25,3.84,3.88,3.91,3.81,47668.0
2024-04-26,3.88,3.92,3.93,3.83,62457.7
2024-04-29,3.92,4.06,4.08,3.89,78776.01
2024-04-30,4.05,4.08,4.11,4.03,64218.44
2024-05-06,4.11,4.2,4.28,4.08,89103.0
2024-05-07,4.22,4.19,4.22,4.14,52693.0
2024-05-08,4.2,4.18,4.23,4.16,52035.0
2024-05-09,4.2,4.2,4.24,4.18,40824.8
2024-05-10,4.23,4.21,4.26,4.18,36881.83
2024-05-13,4.22,4.32,4.5,4.19,166437.01
2024-05-14,4.32,4.23,4.32,4.19,122971.23
2024-05-15,4.22,4.17,4.23,4.16,77919.0
2024-05-16,4.2,4.22,4.26,4.19,58312.5
2024-05-17,4.24,4.25,4.3,4.2,67165.83
2024-05-20,4.27,4.3,4.34,4.25,74558.38
2024-05-21,4.31,4.24,4.32,4.23,49918.0
2024-05-22,4.24,4.22,4.28,4.2,40281.0
